useraddress,loantoken,tokensymbol,block_time,index,paymenttype,newprincipaldecimal
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607477086,62,liquidate,1154.33183
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608414667,176,closewithswap,7090.037518
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608809305,58,liquidate,1313.172406
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600741940,147,trade,43402.304871
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600742136,112,closewithswap,17193.387722
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600746192,254,trade,30591.932949
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600746908,151,trade,17877.160817
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1600748388,101,trade,102.640646567828
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601255589,114,trade,8340.212468
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601415847,208,trade,29060.590027
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1601416415,49,trade,91.9322375554445
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601416490,45,trade,8111.171207
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602719283,55,closewithswap,8111.171207
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602719366,329,closewithswap,91.9322375554445
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602719367,147,closewithswap,29060.590027
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602719402,240,closewithswap,8340.212468
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602719477,184,closewithswap,102.640646567828
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602719477,212,closewithswap,17877.160817
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602719485,214,closewithswap,26208.917149
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602719558,171,closewithswap,30591.932949
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1599630541,127,trade,808.378708
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1599669969,199,trade,4018.771915
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600100595,64,closewithswap,4018.771915
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600705044,139,liquidate,597.9228
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1603264948,176,liquidate,131.573769
000000000000000000000000016638192b0062b3194d7e577be3f9398f7c190e,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1606770220,253,trade,0.526980059721478
000000000000000000000000016638192b0062b3194d7e577be3f9398f7c190e,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1606880350,158,closewithswap,0.526980059721478
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600810620,160,borrow,1555.365029
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600896495,287,closewithdeposit,1555.365029
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1604451993,45,trade,30.6921185296872
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1604452000,211,trade,61.1042785452584
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1604493139,284,closewithswap,61.1042785452584
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1604493320,108,closewithswap,30.6921185296872
00000000000000000000000002aa0b826c7ba6386ddbe04c0a8715a1c0a16b24,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1603061642,78,trade,497.568796
00000000000000000000000002aa0b826c7ba6386ddbe04c0a8715a1c0a16b24,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1603498832,164,trade,739.225534
00000000000000000000000002aa0b826c7ba6386ddbe04c0a8715a1c0a16b24,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607978581,190,closewithswap,497.568796
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1605851699,23,trade,0.100916214893708
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1606083362,107,trade,1030.32144137331
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1606246007,213,closewithswap,0.100916214893708
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1606246007,246,closewithswap,1030.32144137331
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1603049795,86,borrow,10.1522842639594
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1603053481,322,borrow,10.1522842639594
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1603302714,261,closewithdeposit,10.1522842639594
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1603302815,188,closewithdeposit,10.1522842639594
00000000000000000000000004bf546c00452a5a877e6c7961f5fd780b2538d0,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600243378,215,trade,38182.91975
00000000000000000000000004bf546c00452a5a877e6c7961f5fd780b2538d0,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607426214,159,closewithswap,38182.91975
00000000000000000000000004bf546c00452a5a877e6c7961f5fd780b2538d0,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607514538,212,trade,49281.702311
00000000000000000000000004d90ee5d73943463af2aae02773d6076649df57,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1603719767,80,trade,64.940600136039
00000000000000000000000004d90ee5d73943463af2aae02773d6076649df57,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1603976089,156,closewithswap,64.940600136039
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600643813,136,borrow,1871.749714
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1600734982,133,borrow,3120.84997766424
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600736777,123,borrow,1411.764705
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600737235,112,borrow,941.17647
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600978443,80,closewithdeposit,941.17647
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600982271,50,closewithdeposit,1411.764705
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1600982904,31,closewithdeposit,3120.84997766424
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600983316,260,closewithdeposit,1871.749714
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1604408391,163,trade,490.372879
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1604700166,283,trade,1011.352472
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1604850579,77,closewithswap,490.372879
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1604851679,343,closewithswap,1011.352472
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606858341,46,trade,1821.634913
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607268059,163,closewithswap,1821.634913
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1599325836,53,trade,2020.07326913845
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1599329043,119,trade,29.3278914396464
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1599409234,148,trade,37.970719788156
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1599424998,43,trade,666.680394329419
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1599486666,177,closewithswap,666.680394329419
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1599494455,267,closewithswap,2020.07326913845
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1599494503,196,closewithswap,37.970719788156
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1599494557,148,closewithswap,29.3278914396464
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602009881,298,trade,37.5500120365912
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602010680,271,trade,35.1668151447661
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602011676,39,trade,53.8985676456427
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602022421,272,closewithswap,35.1668151447661
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1602143311,46,trade,2409.71292670546
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1602145122,43,closewithswap,2409.71292670546
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1602184873,137,trade,560.828067254821
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1602262876,114,trade,572.356607434582
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1602269604,285,closewithswap,572.356607434582
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,LINK,1602269804,183,closewithswap,560.828067254821
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602300652,104,closewithswap,53.8985676456427
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602300930,78,closewithswap,37.5500120365912
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603100233,104,trade,23216.815912
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603111410,120,trade,23936.470953
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603114694,138,trade,20995.909702
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603133920,80,closewithswap,23216.815912
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603133933,108,closewithswap,23936.470953
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603133933,142,closewithswap,20995.909702
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603141327,143,trade,17550.787132
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603179432,82,trade,29394.273583
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603181287,81,closewithswap,29394.273583
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603181306,94,closewithswap,17550.787132
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603218727,239,trade,38024.622008
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603223731,60,closewithswap,38024.622008
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603263384,34,trade,15111.217996
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603279101,23,trade,10195.660778
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603292706,122,trade,15312.241055
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603324513,137,closewithswap,15111.217996
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603470990,65,closewithswap,15312.241055
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603471134,188,closewithswap,10195.660778
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603609676,127,trade,14371.587568
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603614280,231,closewithswap,14371.587568
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602195639,210,trade,871.230917
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602330493,250,closewithswap,871.230917
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1602703689,149,borrow,20997.375328
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1603383983,256,closewithdeposit,20997.375328
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599154697,330,borrow,6000
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1599161157,112,borrow,23529.411764
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599166777,181,borrow,5358.03088
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599264480,257,closewithdeposit,6000
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599265066,232,closewithdeposit,5358.03088
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1599330622,76,closewithdeposit,9797.80447
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1599373786,18,borrow,9411.764705
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599457881,83,borrow,20545.107347
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599490996,293,closewithdeposit,3755.804305
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599584404,121,borrow,14254.433615
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599677303,71,borrow,12627.862891
