useraddress,tokensymbol,newprincipaldecimal,index,loantoken,paymenttype,block_time
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,139842.534504,151,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606277033
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,48577.365071,82,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1606373256
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,19507.721115,17,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,liquidate,1606380793
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,29069.643956,191,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606385302
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,41634.826576,243,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1607535153
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,96622.314356,112,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1607544773
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,16824.780015,15,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,liquidate,1607687358
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,12405.02328,81,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1608181154
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,12405.023281,88,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1608330962
0000000000000000000000000022505a56190e01336c48a480422ffb4dbdf3fb,USDC,96622.314356,94,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1608760767
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,DAI,2834.73128300715,176,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1603401455
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,DAI,2834.73128300715,223,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1604363019
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,3779.64171,122,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1604534368
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,3779.64171,77,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1604593525
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,1974.121115,111,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1604680930
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,1974.121115,38,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1605701799
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,14740.602671,243,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1605702119
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,7650.565153,111,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1606415167
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,2467.504236,133,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1606832881
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,1154.33183,62,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1607477086
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,7090.037518,176,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1608414667
000000000000000000000000002d2715b179d0db3e17cc28317a98f2f65e6884,USDT,1313.172406,58,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1608809305
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,43402.304871,147,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1600741940
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,17193.387722,112,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1600742136
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,30591.932949,254,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1600746192
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,17877.160817,151,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1600746908
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,ETH,102.640646567828,101,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1600748388
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,8340.212468,114,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1601255589
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,29060.590027,208,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1601415847
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,ETH,91.9322375554445,49,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1601416415
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,8111.171207,45,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1601416490
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,8111.171207,55,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1602719283
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,ETH,91.9322375554445,329,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1602719366
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,29060.590027,147,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1602719367
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,8340.212468,240,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1602719402
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,17877.160817,212,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1602719477
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,ETH,102.640646567828,184,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1602719477
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,26208.917149,214,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1602719485
0000000000000000000000000085d428ac99c42b30cb38373b1c233846891c9a,USDC,30591.932949,171,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1602719558
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,USDT,808.378708,127,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1599630541
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,USDT,4018.771915,199,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1599669969
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,USDT,4018.771915,64,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1600100595
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,USDT,597.9228,139,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1600705044
00000000000000000000000000d1bcbe64843d8968f66194c923583d5db3a908,USDT,131.573769,176,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1603264948
000000000000000000000000016638192b0062b3194d7e577be3f9398f7c190e,ETH,0.526980059721478,253,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1606770220
000000000000000000000000016638192b0062b3194d7e577be3f9398f7c190e,ETH,0.526980059721478,158,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1606880350
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,USDC,1555.365029,160,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1600810620
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,USDC,1555.365029,287,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1600896495
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,ETH,30.6921185296872,45,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1604451993
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,ETH,61.1042785452584,211,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1604452000
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,ETH,61.1042785452584,284,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1604493139
00000000000000000000000002535f81854b731a185a765286f7196c6c2b63a4,ETH,30.6921185296872,108,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1604493320
00000000000000000000000002aa0b826c7ba6386ddbe04c0a8715a1c0a16b24,USDT,497.568796,78,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1603061642
00000000000000000000000002aa0b826c7ba6386ddbe04c0a8715a1c0a16b24,USDT,739.225534,164,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1603498832
00000000000000000000000002aa0b826c7ba6386ddbe04c0a8715a1c0a16b24,USDT,497.568796,190,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1607978581
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,ETH,0.100916214893708,23,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1605851699
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,DAI,1030.32144137331,107,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1606083362
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,ETH,0.100916214893708,213,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1606246007
00000000000000000000000002cee6ec11c9463e9a583c4c18c7f0150c72cb37,DAI,1030.32144137331,246,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1606246007
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,ETH,10.1522842639594,86,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,borrow,1603049795
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,ETH,10.1522842639594,322,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,borrow,1603053481
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,ETH,10.1522842639594,261,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithdeposit,1603302714
00000000000000000000000003446bb350421d70bd5bec5995f447dea1922ff9,ETH,10.1522842639594,188,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithdeposit,1603302815
00000000000000000000000003edaf38d6f0617ef73a26d4ea899b293c244e85,USDC,18898.208553,114,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1609123869
00000000000000000000000003edaf38d6f0617ef73a26d4ea899b293c244e85,USDC,18898.208553,237,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1609222004
00000000000000000000000004bf546c00452a5a877e6c7961f5fd780b2538d0,USDT,38182.91975,215,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1600243378
00000000000000000000000004bf546c00452a5a877e6c7961f5fd780b2538d0,USDT,38182.91975,159,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1607426214
00000000000000000000000004bf546c00452a5a877e6c7961f5fd780b2538d0,USDT,49281.702311,212,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1607514538
00000000000000000000000004d90ee5d73943463af2aae02773d6076649df57,LINK,64.940600136039,80,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,trade,1603719767
00000000000000000000000004d90ee5d73943463af2aae02773d6076649df57,LINK,64.940600136039,156,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,closewithswap,1603976089
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,USDC,1871.749714,136,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1600643813
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,DAI,3120.84997766424,133,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,borrow,1600734982
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,USDT,1411.764705,123,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1600736777
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,USDT,941.17647,112,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1600737235
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,USDT,941.17647,80,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1600978443
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,USDT,1411.764705,50,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1600982271
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,DAI,3120.84997766424,31,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1600982904
00000000000000000000000005d4652fef12f0bed15c6b151aa1fc3b0a6cda2c,USDC,1871.749714,260,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1600983316
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,USDT,490.372879,163,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1604408391
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,USDT,1011.352472,283,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1604700166
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,USDT,490.372879,77,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1604850579
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,USDT,1011.352472,343,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1604851679
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,USDT,1821.634913,46,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1606858341
000000000000000000000000066e9f8e8d03b7451e65935639b530e1ff83e929,USDT,1821.634913,163,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1607268059
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,2020.07326913845,53,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,trade,1599325836
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,29.3278914396464,119,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1599329043
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,37.970719788156,148,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1599409234
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,666.680394329419,43,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,trade,1599424998
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,666.680394329419,177,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,closewithswap,1599486666
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,2020.07326913845,267,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,closewithswap,1599494455
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,37.970719788156,196,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1599494503
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,29.3278914396464,148,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1599494557
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,37.5500120365912,298,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1602009881
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,35.1668151447661,271,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1602010680
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,53.8985676456427,39,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1602011676
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,35.1668151447661,272,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1602022421
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,2409.71292670546,46,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,trade,1602143311
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,2409.71292670546,43,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,closewithswap,1602145122
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,560.828067254821,137,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,trade,1602184873
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,572.356607434582,114,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,trade,1602262876
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,572.356607434582,285,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,closewithswap,1602269604
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,LINK,560.828067254821,183,000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca,closewithswap,1602269804
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,53.8985676456427,104,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1602300652
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,ETH,37.5500120365912,78,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1602300930
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,23216.815912,104,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603100233
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,23936.470953,120,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603111410
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,20995.909702,138,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603114694
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,23216.815912,80,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603133920
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,20995.909702,142,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603133933
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,23936.470953,108,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603133933
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,17550.787132,143,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603141327
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,29394.273583,82,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603179432
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,29394.273583,81,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603181287
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,17550.787132,94,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603181306
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,38024.622008,239,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603218727
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,38024.622008,60,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603223731
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,15111.217996,34,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603263384
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,10195.660778,23,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603279101
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,15312.241055,122,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603292706
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,15111.217996,137,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603324513
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,15312.241055,65,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603470990
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,10195.660778,188,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603471134
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,14371.587568,127,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603609676
000000000000000000000000068994fdc513f4c61dea5d52602c823bf5301fa3,USDC,14371.587568,231,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603614280
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,USDC,871.230917,210,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1602195639
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,USDC,871.230917,250,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1602330493
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,USDT,20997.375328,149,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1602703689
00000000000000000000000006b172c63730f0ccfb40ea35e726ebf4e930c9e3,USDT,20997.375328,256,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1603383983
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDC,6000,330,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1599154697
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDT,23529.411764,112,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1599161157
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDC,5358.03088,181,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1599166777
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDC,6000,257,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1599264480
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDC,5358.03088,232,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1599265066
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDT,9797.80447,76,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1599330622
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDT,9411.764705,18,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1599373786
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDC,20545.107347,83,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1599457881
000000000000000000000000077b89835d729283bdcce39840df5b063bc1159f,USDC,3755.804305,293,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1599490996
